ItemFullNumber,LotFullNumber,LotUrl,LotCategory,LotName*,LotDescription,Warranty,LotImage,LowEstimate,HighEstimate,StartingBid*,Increment,Cost,Replacement Price,ReservePrice,Consignor,ListingOnly,BestOffer,BuyNowAmount,NoBidding,SalesTax,HpTaxSchemaId,BpTaxSchemaId,NoTaxOutsideState,Featured?,Quantity,QuantityDigits,QuantityXMoney,BuyNowSelectQuantity,T&C,Changes,OnlyTaxBP,"Location (named, mutually exclusive with detailed location)",Location address,Location country,Location city,Location county,Location logo,Location state,location zip,BulkControl,BulkWinBidDistribution,BpSetting,BpRangeCalculation,SeoMetaTitle,SeoMetaKeywords,SeoMetaDescription,FbOgTitle,FbOgDescription,FbOgImageUrl,GeneralNote,NoteToClerk,PublishDate,StartBiddingDate,UnpublishDate,StartClosingDate,ConsignorCommissionId,ConsignorCommissionRanges,ConsignorCommissionCalculationMethod,ConsignorSoldFeeId,ConsignorSoldFeeRanges,ConsignorSoldFeeCalculationMethod,ConsignorSoldFeeReference,ConsignorUnsoldFeeId,ConsignorUnsoldFeeRanges,ConsignorUnsoldFeeCalculationMethod,ConsignorUnsoldFeeReference,Type,Primary Colour,Clarity,Primary Cut Shape,Diamond Carat,Purpose,Secondary Category,Secondary Colour,Secondary Diamond Carat,Diamond Carat Range,Gemstone Carat Range,Gold Carat,Metal,Pearl Size,Pearl Size Range,Origin,Model No,Certificate,Condition,Brand,Youtube,Other Bidding Methods,Condition Report,Additional Videos,Consignment Details,Australian & International Details
98431,210,,Accessories,Dior Saddle Messenger Bag,"Dior Saddle messenger bag in black grainy calfskin leather (year 2019). Featuring silver-toned hardware, a zipper pocket with mini saddle flap. The main magnetic saddle flap opens to a main compartment lined with black textile. Approximate dimensions: 24cm(W) x 14cm(H) x 3cm(D), body wrist length: 37-52cm, adjustable. With Entrupy Certificate of Authenticity. (Pre-owned)",,https://www.solditonline.com.au/catalogue/images/2021/98431-dior-saddle-messenger-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98431_1-dior-saddle-messenger-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98431_17-dior-saddle-messenger-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98431_2-dior-saddle-messenger-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98431_20-dior-saddle-messenger-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98431_3-dior-saddle-messenger-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98431_4-dior-saddle-messenger-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98431_5-dior-saddle-messenger-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98431_6-dior-saddle-messenger-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98431_7-dior-saddle-messenger-bag.jpg|https://www.solditonline.com.au/catalogue/images/2021/98431_8-dior-saddle-messenger-bag.jpg,1500,1700,550,,,,1500,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer Bags,,,,,,,,,,,,,,,,,Entrupy,Pre-owned,Christian Dior,,,"<strong>Exterior:</strong> Very good, with signs of wear.<p><ul><li><strong>Material:</strong> With slight staining mark and trim leather peeling at back.</li></ul><p><ul><li><strong>Shape:</strong> Slight misshapen due to storage.</li></ul><p><ul><li><strong>Stitching:</strong> Very good.</li></ul><p><ul><li><strong>Closure:</strong> Magnetic button closure works well.</li></ul><p><ul><li><strong>Base:</strong> With slight rubbings on base leather trim.</li></ul><p><strong>Interior:</strong> Very good, with slight signs of wear.<p><ul><li><strong>Lining:</strong> With slight staining on leather.</li></ul><p><strong>Handle/Strap:</strong> Strap slightly twisted and with minor trim leather peeling.<p><strong>Hardware:</strong> Very good, with slight scratches.<p>",,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
98962,211,,Diamond,Tiffany & Co. Victoria Diamond Ring,Tiffany & Co. Victoria Diamond ring with 4 marquise cut Natural Diamonds totalling approximately 0.24ct. Platinum - 950.  Ring size I 1/2 - ring resizing is not recommended. Made in Japan. Circa: 1997. Weight: 3.0g. With Tiffany & Co box. (Pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/98962-tiffany---co.-victoria-diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/98962_1-tiffany---co.-victoria-diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/98962_2-tiffany---co.-victoria-diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/98962_3-tiffany---co.-victoria-diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/98962_4-tiffany---co.-victoria-diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/98962_5-tiffany---co.-victoria-diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/98962_6-tiffany---co.-victoria-diamond-ring.jpg,1200,1400,450,,,,1200,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ring,,,Marquise,0.24,,,,,0 - 0.49,,,Platinum,,,Branded,,,Pre-owned,Tiffany & Co,,,<strong>Box:</strong> Box worn.<p>,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
97407,212,,Diamond,3.96ct Diamond Tennis Bracelet,Diamond tennis bracelet with 64 round Natural Diamonds totalling 3.96ct (Estimated grading: H-I VS). 18ct white gold. Length: 18cm. Weight: 8.3g. With Valuation Certificate #422017. (New),,https://www.solditonline.com.au/catalogue/images/2021/97407-3.96ct-diamond-tennis-bracelet.jpg|https://www.solditonline.com.au/catalogue/images/2021/97407_1-3.96ct-diamond-tennis-bracelet.jpg|https://www.solditonline.com.au/catalogue/images/2021/97407_2-3.96ct-diamond-tennis-bracelet.jpg|https://www.solditonline.com.au/catalogue/images/2021/97407_20-3.96ct-diamond-tennis-bracelet.jpg|https://www.solditonline.com.au/catalogue/images/2021/97407_3-3.96ct-diamond-tennis-bracelet.jpg,6000,6500,2100,,,,5600,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bracelet,,,Round,3.96,Tennis,,,,3 - 3.99,,18,White Gold,,,,,Mitchells Jewellery Valuations,New, ,,,"<strong>Notes:</strong> The valuation certificate accompanying this item does not necessarily reflect its resale, market, or auction value. Bidders should consider the purpose of the valuation and rely on their own research and judgment when determining their bid amount.
In most instances, the valuation is prepared to provide an independent assessment of the item’s replacement value for insurance purposes.",,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
97656,213,,Ruby,3.25ct Ruby & 1.05ct Diamond Earrings,Drop earrings with carre cut Natural Rubies totalling 3.25ct and round Natural Diamonds totalling 1.05ct (Estimated grading: G SI). 18ct white gold. Drop length: 4.5cm. Weight: 5.8g. (Pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/97656-3.25ct-ruby---1.05ct-diamond-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/97656_1-3.25ct-ruby---1.05ct-diamond-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/97656_2-3.25ct-ruby---1.05ct-diamond-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/97656_3-3.25ct-ruby---1.05ct-diamond-earrings.jpg,2500,2700,900,,,,2400,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,,,Square,3.25,,Diamond,,1.05,1 - 1.49,3 - 3.99,18,White Gold,,,,,,Pre-owned, ,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
98683,214,,Diamond,Black & White Diamond Earrings,Flat rectangular shape Diamond earrings with two black round faceted Natural Diamonds measuring approximately 7.7mm x 7.8mm and round & triangular cut white Natural Diamonds totalling approximately 0.80ct (Estimated grading: G-I SI). 18ct rose and white gold with silicon backs. Dimensions: 3.8cm x 1.8cm. Weight: 16.5g. (Pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/98683-black---white-diamond-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/98683_1-black---white-diamond-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/98683_2-black---white-diamond-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/98683_3-black---white-diamond-earrings.jpg,2500,3500,900,,,,2500,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,Black,,Round,,Diamond Earring,Diamond,White,0.8,0.5 - 0.99,,18,White Gold and Rose Gold,,,,,,Pre-owned, ,,,"<strong>Notes:</strong> Light scratches throughout both earrings.
These natural black diamonds have not been tested for colour treatment. Please note that black diamonds are commonly treated to enhance their colour.",,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
95410,215,,Watches Mid-size,Cartier Pasha C Watch,"Cartier Pasha C stainless steel automatic watch. Salmon colour dial, date, case diameter: 35mm, wrist size: 18.5cm, Swiss made. Ref# 2324. With Cartier stainless steel bracelet and clasp. With Certificate of Authenticity and Cartier box. 3 month FSA warranty. Weight: 113.5g (Pre-owned)",,https://www.solditonline.com.au/catalogue/images/2021/95410-cartier-pasha-c-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/95410_1-cartier-pasha-c-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/95410_2-cartier-pasha-c-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/95410_20-cartier-pasha-c-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/95410_3-cartier-pasha-c-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/95410_4-cartier-pasha-c-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/95410_5-cartier-pasha-c-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/95410_6-cartier-pasha-c-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/95410_7-cartier-pasha-c-watch.jpg|https://www.solditonline.com.au/catalogue/images/2021/95410_8-cartier-pasha-c-watch.jpg,2500,3000,900,,,,2500,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Watch,,,,,,,,,,,,Stainless Steel,,,,2324,Creative Watchmaker,Pre-owned,Cartier,,,"<strong>Type:</strong> Cartier Ref# 2324 Pasha C, stainless steel.<p><strong>Dial:</strong> Salmon colour grid pattern guilloche dial with date window between 4 & 5 o'clock position and scratch-resistant sapphire crystal<p><strong>Case No:</strong> CC….. (the serial number is concealed for security reasons in the online copy of the certificate)<p><strong>Case Info:</strong> 35mm, stainless steel. Pull-push crown concealed by crown protector.<p><strong>Watch Movement:</strong> Caliber 049, Self-winding, Automatic.<p><strong>Band:</strong> Cartier stainless steel bracelet with 17 links and butterfly clasp.<p><strong>Condition:</strong> This timepiece is presented in average to good condition with visible scuffs and scratches throughout, most notably on the bezel and bracelet. The bracelet links show moderate wear.<p><strong><a href='https://www.firststateauctions.com/au/watch-condition-report'> (click here for more  information)</a></strong><p><strong>Box:</strong> worn (deteriorated) condition.<p><strong>Warranty:</strong> FSA warranty of 3 months applies to this watch.<p><strong><a href='https://www.firststateauctions.com/au/swiss-watches-warranty'> (click here for more  information)</a></strong><p><strong>Notes:</strong> Timekeeping accuracy has been tested within 20 seconds per day and warranty cover is for within 20 seconds per day.
<P>
Buyers to assume the watch hasn’t been serviced unless stated otherwise.",,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
98212,216,,Accessories,Chanel Wallet On Chain Caviarskin,"Chanel Wallet on Chain in grey diamond-quilted caviar skin leather (J6xxxxxx). Featuring gold-tone hardware, a rear exterior pocket, and light-gold CC logo at front flap. The snap button closure opens to a front patch pocket, a zipper pocket and a main compartment with card slots & patched pocket.  Approximate dimensions: 19cm(L) x 13cm(H) x 2.5cm(D), and a 62cm chain strap drop. With Entrupy Certificate of Authenticity. (Pre-owned)",,https://www.solditonline.com.au/catalogue/images/2021/98212-chanel-wallet-on-chain-caviarskin.jpg|https://www.solditonline.com.au/catalogue/images/2021/98212_1-chanel-wallet-on-chain-caviarskin.jpg|https://www.solditonline.com.au/catalogue/images/2021/98212_16-chanel-wallet-on-chain-caviarskin.jpg|https://www.solditonline.com.au/catalogue/images/2021/98212_17-chanel-wallet-on-chain-caviarskin.jpg|https://www.solditonline.com.au/catalogue/images/2021/98212_20-chanel-wallet-on-chain-caviarskin.jpg|https://www.solditonline.com.au/catalogue/images/2021/98212_3-chanel-wallet-on-chain-caviarskin.jpg|https://www.solditonline.com.au/catalogue/images/2021/98212_4-chanel-wallet-on-chain-caviarskin.jpg|https://www.solditonline.com.au/catalogue/images/2021/98212_5-chanel-wallet-on-chain-caviarskin.jpg|https://www.solditonline.com.au/catalogue/images/2021/98212_6-chanel-wallet-on-chain-caviarskin.jpg|https://www.solditonline.com.au/catalogue/images/2021/98212_7-chanel-wallet-on-chain-caviarskin.jpg|https://www.solditonline.com.au/catalogue/images/2021/98212_8-chanel-wallet-on-chain-caviarskin.jpg|https://www.solditonline.com.au/catalogue/images/2021/98212_9-chanel-wallet-on-chain-caviarskin.jpg,3500,3800,1300,,,,3500,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Designer Bags,,,,,,,,,,,,,,,,,Entrupy,Pre-owned,Chanel,,,"<strong>Exterior:</strong> Very good, with slights signs of wear.<p><ul><li><strong>Material:</strong> With light rubbings along trims, rubbings on corners front flap and base of bag.</li></ul><p><ul><li><strong>Shape:</strong> Very good.</li></ul><p><ul><li><strong>Stitching:</strong> Very good.</li></ul><p><ul><li><strong>Closure:</strong> Magnetic button closure works well.</li></ul><p><ul><li><strong>Base:</strong> With rubbings on corners.</li></ul><p><strong>Interior:</strong> Very good, with slight signs of wear.<p><ul><li><strong>Lining:</strong> Very good.</li></ul><p><ul><li><strong>Pockets:</strong> With slight scratches, rubbing marks on pocket exterior leather.</li></ul><p><ul><li><strong>Zippers:</strong> Both zippers work well.</li></ul><p><strong>Handle/Strap:</strong> Very good, light rubbings on leather.<p><strong>Hardware:</strong> Very good, minor scratches from use.<p>",,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
91430,217,,Diamond,1.50ct Diamond Solitaire Ring GIA I VVS2,Diamond solitaire ring with a round brilliant cut Natural Diamond of 1.50ct (with GIA Report graded as I VVS2 #649511784). Platinum 950. Ring size L. Band width 3.5mm - 2.7mm. Weight: 6.2g. (New),,https://www.solditonline.com.au/catalogue/images/2021/91430-1.50ct-diamond-solitaire-ring-gia-i-vvs2.jpg|https://www.solditonline.com.au/catalogue/images/2021/91430_1-1.50ct-diamond-solitaire-ring-gia-i-vvs2.jpg|https://www.solditonline.com.au/catalogue/images/2021/91430_2-1.50ct-diamond-solitaire-ring-gia-i-vvs2.jpg|https://www.solditonline.com.au/catalogue/images/2021/91430_20-1.50ct-diamond-solitaire-ring-gia-i-vvs2.jpg|https://www.solditonline.com.au/catalogue/images/2021/91430_3-1.50ct-diamond-solitaire-ring-gia-i-vvs2.jpg|https://www.solditonline.com.au/catalogue/images/2021/91430_4-1.50ct-diamond-solitaire-ring-gia-i-vvs2.jpg|https://www.solditonline.com.au/catalogue/images/2021/91430_5-1.50ct-diamond-solitaire-ring-gia-i-vvs2.jpg,8000,8500,2800,,,,8000,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ring,I,VVS2,Round,1.5,Engagement,,,,1.5 - 1.99,,,Platinum,,,,,GIA,New, ,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
95902,218,,Sapphire,4.65ct Sapphire & Diamond Ring,Sapphire and Diamond ring with oval shape Natural Blue Sapphires totalling 4.65ct and round Natural Diamonds totalling 0.61ct (Estimated grading: H SI). 18ct white gold. Ring size M. Band width: 5.0mm-8.3mm. Weight: 12g. (Pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/95902-4.65ct-sapphire---diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/95902_1-4.65ct-sapphire---diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/95902_2-4.65ct-sapphire---diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/95902_3-4.65ct-sapphire---diamond-ring.jpg|https://www.solditonline.com.au/catalogue/images/2021/95902_4-4.65ct-sapphire---diamond-ring.jpg,2800,3000,1000,,,,2650,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ring,Blue,,Oval,4.65,,Diamond,,0.61,0.5 - 0.99,4 - 4.99,18,White Gold,,,,,,Pre-owned, ,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
98556,219,,Topaz,Topaz & 0.96ct Diamond Earrings,Topaz and Diamond clip-on earrings (for pierced ears) with briolette cut Natural Topaz measuring 2.1cm x 0.9cm and round Natural Diamonds totalling 0.96ct (Estimated grading: G-H SI). 18ct white gold with 14ct white gold posts. Dimensions: 5.2cm x 1.7cm. Weight: 17.4g. (Pre-owned),,https://www.solditonline.com.au/catalogue/images/2021/98556-topaz---0.96ct-diamond-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/98556_4-topaz---0.96ct-diamond-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/98556_5-topaz---0.96ct-diamond-earrings.jpg|https://www.solditonline.com.au/catalogue/images/2021/98556_6-topaz---0.96ct-diamond-earrings.jpg,2000,3000,700,,,,2000,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Earrings,,,Briolette,,,Diamond,,0.96,0.5 - 0.99,,18,White Gold,,,,,,Pre-owned, ,,,,,,<br><br><strong>Australian Customers</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be included in the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul><strong>International Customers (Export - Items delivered to an address outside of Australia)</strong><br><ul type='disc'><li>All auction estimates and bids include 10% GST</li><li>GST will be deducted from the hammer price</li><li>This item attracts 20% Buyer&rsquo;s Premium</li></ul>
